text	label
We rounded off our governorship campaign tour of Epe LGA by visiting the Paramount Araba of Epe land, the spiritual guide for all worshippers of Ifa in the LGA. We iterated our belief that government must …	normal
Thieves	abusive
Evil men	abusive
After killing us at night & saying sorry at morning well it's too late man u are a loser we will take Lagos from una	abusive
You went there to disgraced yourself and blame Buhari for the lekki shooting. Shame on you	abusive
The plan is to first have a production capacity of 5,000 vehicles, after which it will be pushed to 10,000 vehicles per year. We are happy with the level of work at the site and the commitment of our partners to this project.	normal
Continue fooling yourself with lies and deceit. Lagos state belongs to APC. PDP is dead and buried in Lagos state. VOTE SANWO-OLU FOR CONTINUITY.	hateful
Lagos, today, it begins.  In a powerful show of support, our party leaders and members came out to join me in kicking off the journey to our second term which I have called a #GreaterLagosRising .   I am humbled but energized for the vision that was written and is now in motion.	normal
This Oloshi na the greatest opportunist after Peter Obi	abusive
You are doing great sir	normal
Commendable	normal
Omo oloja.	abusive
Together, we nurtured a creative industry that has taken over the airwaves globally.   Together, we contributed to fostering a vibrant start-up community that creates new unicorn businesses.   The constant drive to succeed and build is the beauty of the melting pot that is Lagos.	normal
Jandor u lie to Mr Bode George u can't defense urself u don't have anything to give Lagos	abusive
U be mumu....so are you going to provide vehicles for INEC now..we await now	abusive
Imagine make this kind guy Dey believe say himself fit be Gov of lagos state	abusive
Oga after you have been booted out of office, you will meet us in court. Your drug lord godfather won’t be there to save you.	abusive
How when Thiefnubu is enslaving some greedy people there.	hateful
Today, we honour the memories of our fallen heroes; the men and women of our Armed Forces who paid the supreme price for defending and protecting us.   While we remember the gallantry of our fallen hereos, we honour the daily sacrifice…	normal
We will resist to the finish. Apc is demonic. We must fight to the end.	hateful
Na make people actually use stone commot that your eye glass	hateful
Don't vote this man lagosians. Liberate yourselves from cage. Vote any other person outside him.	hateful
Keep deceiving urself...Mumu	abusive
Koshidanu …. U are hater of Yorubas and the culture.   U are a loser!	hateful
The power to be governed is in the hands of the people, not a godfather and his cronies.  Lagosians if elected I will serve YOU the people with all my heart and might and surround myself with only the best.   Vote LP , You can do it, We can do it.  Èkó E dìde!!	normal
You are such a disgrace	abusive
You are really fooling yourselves if you think  @officialABAT  will ever be president of NIGERIA,we will never suffer a sick old APC president again	hateful
You no get sense	abusive
"See nobody is even disturbing himself about your noise around Lagos..Keep your money and use it to enjoy urself,Lagos is APC state..As for Funke,when una loose,she will go bc to her film industry and produce a film with the title ""Jandor and Theifobi Lule"".."	hateful
oga remove thuggery and rigging, let's see how you will be able to win this election. You are a loser.	abusive
I salute you Mr Governor.  Pls sir, immediately  the Redline Rail commence operation,  please sir, nobody should be allowed to hang by the door or seat at the top of the train while on motion.  Kindly note this sir. Your deserve another term.	normal
The werey cannot even speak correct English but I’m supposed to rate him because he attended Nottingham and MIT. God go judge all of una wey dey support this rubbish.	hateful
Most incompetent governor ever	abusive
Today, I joined family, friends and members of House on the Rock church to appreciate Pastor Paul Adefarasin as he celebrates his diamond jubilee.  Dear Pastor Paul, as you clock 60, I pray the Almighty God continues to use you as a tool for the good of mankind. Amen	normal
So far, our administration has constructed more than 800 new classroom blocks in the public school system of Lagos State, while also completing the rehabilitation of about 200 public primary and secondary schools, with several others ongoing. 4/5	normal
Mister that says the future is now, the future you can't definitely find for the past 4 years on sit now want to seek for the future now ! Are you playing? Do you remember you don't vote yourself in we voted! Whatever will decide will be final !!! Alaye gbalelo	abusive
I condemn this barbaric act in totality. This is not the type of country we deserve. We are taking our country back	normal
Our administration acknowledges the strategic position of this constituency that has five local councils.   The delivery of these projects further demonstrates that the people remain at the centre of our activities in Government.	normal
I have no doubt that based on Governor Oyebanji’s antecedents, he will not disappoint the people of Ekiti State, and Nigerians at large.  I believe he will continue the people-oriented programmes and good governance of his predecessor, Dr. Kayode Fayemi.	normal
God bless you Governor SanwoOlu	normal
Fucking rubbish	abusive
Lagos is about to experience the biggest period of growth and transformation as we reap the rewards of all the infrastructural developments of the last 4 years.   Multiple train lines, a Deep Sea port, expanded road networks and so much more are some of our promises fulfilled.	normal
Fantastic	normal
YOU ARE A FAILURE	abusive
Dear Governor, I write to inform you about the traffic we face on a regular basis along Ikorodu Rd at Ketu when heading towards Ojota and Owode onirin when heading back to Ikorodu.  We spend an ave of 3 hrs evryday in traffic. Pls kindly do something. Thnx.	normal
You are not alone my Governor...	normal
Thief ... Thunder fire you for all the stress you are giving innocent people in Lagos when you are not even a lagosian. Thug and houseboy candidate, I know you master has told you what to do, but God will judge you.	abusive
In Geneva, I also visited DG of the World Trade Organisation, Dr. Ngozi Okonjo-Iweala.   The DG is working very hard with her team to ensure a more equitable global trade that is fair to all parts of the world especially following the disruption…	normal
